a,id,image_uploaded,file_search,catalog,scraped,ajio,ajio_business,bijnis,udaan,category,brand,threshold,no_of_search,search_request_id,result_list,start,end,page,total_page,search_item,search_type
,d6fd6f00-114c-48eb-abbc-1c9bf446ef7b,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,,,0.0,5.0,1.0,0.0,0.0,File Search
,96c0af5e-49d3-428c-92e8-40595cd0d2a7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,,,0.0,5.0,1.0,0.0,0.0,File Search
