Unnamed: 0,search_id,product_id,product_link,img_url,score
,0efe87fe-86c7-4344-9abb-45b8e591f871,1934000,https://www.bijnis.com/product/Cross Wings/1934000,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/seller-board/10-11-2021/618bc77a02af6.jpeg",0.835
,0efe87fe-86c7-4344-9abb-45b8e591f871,1690487,https://www.bijnis.com/product/Teksons/1690487,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_1-b475e96f-d763-49e1-912e-c0f6205a5ff3.jpeg",0.832
