Unnamed: 0,search_id,product_id,product_link,img_url,score
,7f085f9f-cde1-4d63-90d7-002b41d26033,1343077,https://www.bijnis.com/product/Swiss/1343077,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/seller-board/PRODUCTION/1490275218/30-01-2021/6015248a423c4.JPG",0.952
,7f085f9f-cde1-4d63-90d7-002b41d26033,1734424,https://www.bijnis.com/product/M M LIFE/1734424,"https://ik.imagekit.io/shoekonnect/tr:w-500,tr:h-auto,pr-true/PRODUCTION/uploads/uploadfile_2-71d40f67-ba62-4d6f-a656-f70efc888469.jpeg",0.942
